device_id,lat,lon,timestamp
van007,14.670985,120.748402,5/13/2025 5:15
van007,15.872421,120.706506,5/12/2025 14:53
van007,14.781635,120.441766,5/13/2025 8:57
van007,14.616657,120.898917,5/13/2025 3:26
van007,14.828633,120.311308,5/13/2025 10:32
van007,14.959658,120.89699,5/12/2025 10:42
van007,14.732485,120.577876,5/13/2025 7:19
van007,16.217157,120.634644,5/12/2025 16:28
van007,14.812741,120.355518,5/13/2025 10:00
van007,15.15379,120.856416,5/12/2025 11:35
van007,14.649315,120.961667,5/12/2025 9:16
van007,15.565801,120.770547,5/12/2025 13:29
van007,14.448561,120.988468,5/12/2025 19:10
van007,14.05983,121.02761,5/12/2025 23:03
van007,14.154104,121.018095,5/12/2025 22:07
van007,13.894789,121.044341,5/13/2025 0:42
van007,15.054024,120.877323,5/12/2025 11:08
van007,15.092163,120.869386,5/12/2025 11:18
van007,14.189197,121.014553,5/12/2025 21:46
van007,14.732814,120.944252,5/12/2025 9:39
van007,13.771379,121.056737,5/13/2025 1:56
van007,14.656458,120.788503,5/13/2025 4:46
van007,14.301789,121.003179,5/12/2025 20:38
van007,16.08653,120.661884,5/12/2025 15:52
van007,14.59745,120.95209,5/13/2025 2:48
van007,14.427691,120.990506,5/12/2025 19:23
van007,14.220793,121.011451,5/12/2025 21:27
van007,14.767268,120.937107,5/12/2025 9:49
van007,14.223343,121.011157,5/12/2025 21:25
van007,14.651163,120.961301,5/12/2025 9:17
van007,13.959749,121.037751,5/13/2025 0:03
van007,15.5766,120.768234,5/12/2025 13:32
van007,14.615636,120.901711,5/13/2025 3:24
van007,16.21173,120.635742,5/12/2025 16:27
van007,15.006831,120.887064,5/12/2025 10:55
van007,14.908817,120.907636,5/12/2025 10:28
van007,14.706031,120.651057,5/13/2025 6:26
van007,14.215924,121.011849,5/12/2025 21:30
van007,14.627323,120.869183,5/13/2025 3:48
van007,16.02852,120.673961,5/12/2025 15:36
van007,14.682743,120.71595,not-a-timestamp
van007,14.932512,120.902621,5/12/2025 10:34
van007,14.821716,120.330616,5/13/2025 10:18
van007,14.82712,120.315439,5/13/2025 10:29
van007,14.809443,120.364555,5/13/2025 9:53
van007,14.784377,120.434208,5/13/2025 9:03
van007,14.438492,120.989464,5/12/2025 19:16
van007,14.87445,120.914805,5/12/2025 10:18
van007,14.974161,120.893941,5/12/2025 10:46
van007,14.60574,120.929374,5/13/2025 3:04
van007,15.155697,120.856089,5/12/2025 11:36
van007,14.129885,121.020647,5/12/2025 22:21
van007,14.436823,120.989557,5/12/2025 19:17
van007,14.516141,120.981621,5/12/2025 18:30
van007,14.72103,120.609679,5/13/2025 6:56
van007,14.742427,120.550164,5/13/2025 7:39
van007,14.694943,120.682195,5/13/2025 6:03
van007,15.442366,120.796317,5/12/2025 12:55
van007,13.966527,121.037137,5/12/2025 23:59
van007,999,999,5/12/2025 15:32
van007,14.917947,120.905693,5/12/2025 10:30
van007,13.916445,121.042134,5/13/2025 0:29
van007,14.768409,120.478495,5/13/2025 8:31
van007,15.418758,120.801206,5/12/2025 12:48
van007,14.714343,120.628267,5/13/2025 6:42
van007,14.105813,121.023065,5/12/2025 22:36
van007,14.746986,120.537817,5/13/2025 7:48
van007,14.379311,120.99538,5/12/2025 19:52
van007,14.231663,121.010333,5/12/2025 21:20
van007,14.663718,120.768507,5/13/2025 5:01
van007,15.988505,120.682293,5/12/2025 15:25
van007,14.719597,120.613739,5/13/2025 6:53
van007,999,999,5/12/2025 15:32
van007,16.367751,120.603151,5/12/2025 17:10
van007,16.091932,120.660708,5/12/2025 15:54
van007,13.903965,121.043361,5/13/2025 0:37
van007,15.112107,120.865175,5/12/2025 11:24
van007,13.898139,121.04403,5/13/2025 0:40
van007,14.74766,120.535789,5/13/2025 7:49
van007,14.116659,121.021864,5/12/2025 22:29
van007,15.723629,120.737589,not-a-timestamp
van007,14.644369,120.822247,5/13/2025 4:22
van007,16.068442,120.66563,not-a-timestamp
van007,16.206365,120.636955,5/12/2025 16:25
van007,14.704388,120.655836,5/13/2025 6:22
van007,14.822953,120.327196,5/13/2025 10:20
van007,13.885599,121.045269,5/13/2025 0:48
van007,14.663956,120.767714,5/13/2025 5:01
van007,14.724536,120.599883,5/13/2025 7:03
van007,14.25168,121.008234,5/12/2025 21:08
van007,14.6035,120.9355,5/13/2025 3:00
van007,15.765343,120.728947,5/12/2025 14:24
van007,14.820922,120.332683,5/13/2025 10:16
van007,15.892328,120.702356,5/12/2025 14:59
van007,14.647071,120.814771,5/13/2025 4:27
van007,14.495247,120.983666,5/12/2025 18:42
van007,14.255853,121.007845,5/12/2025 21:06
van007,14.643818,120.823738,5/13/2025 4:21
van007,14.020622,121.031636,5/12/2025 23:27
van007,14.675655,120.735282,5/13/2025 5:25
van007,15.010439,120.886376,5/12/2025 10:56
van007,16.093816,120.660425,5/12/2025 15:54
van007,14.063266,121.027325,5/12/2025 23:01
van007,14.140845,121.019487,5/12/2025 22:15
van007,15.674687,120.747828,5/12/2025 13:59
van007,999,999,5/12/2025 15:32
van007,13.970625,121.036627,5/12/2025 23:57
van007,15.738104,120.73456,5/12/2025 14:16
van007,15.598386,120.763734,5/12/2025 13:38
van007,14.777923,120.452194,5/13/2025 8:50
van007,14.106629,121.022991,5/12/2025 22:35
van007,14.485243,120.984711,5/12/2025 18:48
van007,14.619679,120.890653,5/13/2025 3:32
van007,14.648504,120.810545,5/13/2025 4:30
van007,14.409337,120.992411,5/12/2025 19:34
van007,999,999,5/12/2025 15:32
van007,14.104928,121.023159,5/12/2025 22:36
van007,14.194189,121.014172,5/12/2025 21:43
van007,15.529445,120.778057,5/12/2025 13:19
van007,14.731291,120.581307,5/13/2025 7:16
van007,14.657739,120.784942,5/13/2025 4:49
van007,15.59657,120.764101,5/12/2025 13:37
van007,14.735281,120.570247,5/13/2025 7:24
van007,14.804798,120.377544,5/13/2025 9:44
van007,14.61396,120.906466,5/13/2025 3:21
van007,13.946489,121.039109,5/13/2025 0:11
van007,14.431852,120.990125,5/12/2025 19:20
van007,14.986944,120.891285,5/12/2025 10:49
van007,15.137535,120.859898,5/12/2025 11:31
van007,14.109063,121.022738,5/12/2025 22:34
van007,13.874791,121.046338,5/13/2025 0:54
van007,14.611486,120.913378,5/13/2025 3:16
van007,13.939849,121.039767,5/13/2025 0:15
van007,15.656476,120.751547,5/12/2025 13:54
van007,14.526955,120.980496,5/12/2025 18:23
van007,14.910641,120.907262,not-a-timestamp
van007,14.225902,121.010977,5/12/2025 21:24
van007,16.180976,120.642138,5/12/2025 16:18
van007,999,999,5/12/2025 15:32
van007,16.186389,120.641072,5/12/2025 16:20
van007,16.197227,120.638752,5/12/2025 16:23
van007,14.471076,120.986097,5/12/2025 18:57
van007,14.545334,120.978687,5/12/2025 18:12
van007,14.328517,121.000621,5/12/2025 20:22
van007,14.01821,121.03194,5/12/2025 23:28
van007,14.415195,120.991869,5/12/2025 19:30
van007,14.317607,121.001616,5/12/2025 20:29
van007,14.972412,120.894274,5/12/2025 10:45
van007,14.644521,120.821656,not-a-timestamp
van007,14.707795,120.64615,5/13/2025 6:29
van007,14.428486,120.990503,5/12/2025 19:22
van007,999,999,5/12/2025 15:32
van007,14.760487,120.500523,5/13/2025 8:15
van007,15.638315,120.755373,5/12/2025 13:49
van007,14.643291,120.825026,5/13/2025 4:20
van007,14.729969,120.584736,5/13/2025 7:14
van007,15.349891,120.815571,5/12/2025 12:29
van007,14.15002,121.018518,not-a-timestamp
van007,16.295238,120.618322,5/12/2025 16:50
van007,15.164694,120.854145,5/12/2025 11:38
van007,15.952291,120.689834,5/12/2025 15:15
van007,14.810914,120.927969,5/12/2025 10:01
van007,15.774432,120.72701,5/12/2025 14:26
van007,14.656022,120.789796,5/13/2025 4:45
van007,15.934153,120.69361,5/12/2025 15:10
van007,14.7101,120.639996,5/13/2025 6:34
van007,16.355103,120.605917,5/12/2025 17:06
van007,14.269234,121.006586,5/12/2025 20:58
van007,14.637603,120.840956,5/13/2025 4:08
van007,13.962268,121.037492,5/13/2025 0:02
van007,14.496902,120.983516,5/12/2025 18:41
van007,14.708778,120.643518,5/13/2025 6:31
van007,14.819707,120.336165,5/13/2025 10:14
van007,14.697179,120.675901,5/13/2025 6:08
van007,14.774177,120.462538,5/13/2025 8:42
van007,14.845327,120.92084,5/12/2025 10:10
van007,14.769194,120.47638,5/13/2025 8:32
van007,15.654714,120.751901,5/12/2025 13:53
van007,15.567536,120.770179,5/12/2025 13:29
van007,14.566162,120.976519,5/12/2025 18:00
van007,14.727532,120.591601,5/13/2025 7:09
