device_id,lat,lon,timestamp
van007,14.682743,120.71595,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,15.723629,120.737589,not-a-timestamp
van007,16.068442,120.66563,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.910641,120.907262,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.644521,120.821656,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.15002,121.018518,not-a-timestamp
van007,14.772391,120.467444,not-a-timestamp
van007,13.768779,121.057061,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.766693,120.483287,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.703882,120.657275,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.190025,121.014496,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.79625,120.401067,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.496902,120.983516,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.725848,120.59655,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,15.79981,120.721714,not-a-timestamp
van007,15.427824,120.799319,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.016507,121.032063,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.771362,120.470183,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.708028,120.645549,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.778376,120.450848,not-a-timestamp
van007,14.343478,120.999067,not-a-timestamp
van007,14.055753,121.028056,not-a-timestamp
van007,14.23416,121.010014,not-a-timestamp
van007,14.455155,120.987775,not-a-timestamp
van007,14.207511,121.012813,not-a-timestamp
van007,14.472717,120.985948,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,16.180976,120.642138,not-a-timestamp
van007,15.300877,120.825763,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,13.927345,121.041111,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,16.304261,120.616388,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.950603,120.898886,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.591528,120.968689,not-a-timestamp
van007,14.1716,121.016404,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.776923,120.454961,not-a-timestamp
van007,16.077448,120.663731,not-a-timestamp
van007,15.621948,120.758809,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.427691,120.990506,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,15.507626,120.782654,not-a-timestamp
van007,14.740531,120.555771,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,16.267984,120.624009,not-a-timestamp
van007,14.127499,121.020832,not-a-timestamp
van007,14.590478,120.971441,not-a-timestamp
van007,15.868752,120.707263,not-a-timestamp
van007,14.801755,120.929867,not-a-timestamp
van007,15.865188,120.70812,not-a-timestamp
van007,15.391585,120.806928,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,15.473204,120.789803,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,15.656476,120.751547,not-a-timestamp
van007,15.921411,120.696382,not-a-timestamp
van007,14.700823,120.665543,not-a-timestamp
van007,14.805456,120.929163,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,15.500422,120.784132,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,15.407914,120.803532,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.792288,120.412081,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.455155,120.987775,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.595007,120.958976,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,15.992228,120.681611,not-a-timestamp
van007,13.850575,121.0488,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,13.950653,121.038681,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.831115,120.304437,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.659754,120.779461,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,14.784021,120.434878,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.220793,121.011451,not-a-timestamp
van007,14.796058,120.401816,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,15.683689,120.745893,not-a-timestamp
van007,14.783037,120.43762,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,13.83224,121.050592,not-a-timestamp
van007,999,999,5/12/2025 15:32
van007,999,999,5/12/2025 15:32
van007,14.430991,120.990225,not-a-timestamp
van007,15.520449,120.779915,not-a-timestamp
van007,999,999,5/12/2025 15:32
